	tetragrama	Palabra	Aparece en:	OTS	INALI	OTQ	RFE	fon
93	tzin	Chiyauhtzinco,	Nuna thogi ge bi nja n'a ra makja mra thuhu ra Bartolomé López, mra makja mi b'ui nuni ra Chiyauhtzinco, xki xaxi ra b'e̱hña nu'a to'o bi ñäpi, ra Miguel Hernández bi xipabi da b'e̱niui ko nge'a ne xa umbabi ra boja ne ra dutu.	nuna tjogi ge bi nja n'a ra makja mra tjuju ra bartolomé lópez, mra makja mi b'ui nuni ra chiyaujtzintso, xki xaxi ra b'e̱jña nu'a to'o bi ñäpi, ra miguel jernández bi xipabi da b'e̱niui ko nge'a ne xa umbabi ra boja ne ra dutu.	nuna thogi ge bi nja n'a ra makja mra thuhu ra bartolomé lópez, mra makja mi b'ui nuni ra chiyauhtzintso, xki xaxi ra b'e̱hña nu'a to'o bi ñäpi, ra miguel hernández bi xipabi da b'e̱niui ko nge'a ne xa umbabi ra boja ne ra dutu.	nuna thogi ge bi nja n'a ra makja mra thuhu ra bartolomé lópez, mra makja mi b'ui nuni ra txiyauhtzintso, xki xaxi ra b'e̱hña nu'a to'o bi ñäpi, ra miguel hernández bi xipabi da b'e̱niui ko nge'a ne xa umbabi ra boja ne ra dutu.	nuna thogi ge bi nkha nʔa ra makkha mra thuhu ra bartolomé lópez, mra makkha mi bʔui nuni ra čiyauhtzinco, ški šaši ra bʔɛhña nuʔa toʔo bi ñᶏpi, ra miguel hernández bi šipabi da bʔɛniui ko ngeʔa ne ša umbabi ra bokha ne ra dutu.	nuna thogi ge bi nkha nʔa ra makkha mɾa thuhu ra baɾtolomé lópez, mɾa makkha mi bʔui nuni ra t͡ʃijauhtzint͡so, ʃki ʃaʃi ra bʔɛhɲa nuʔa toʔo bi ɲãpi, ra miguel heɾnández bi ʃipabi da bʔɛniui ko ngeʔa ne ʃa umbabi ra bokha ne ra dutu.
94	tzin	Itzcuauhtzin,	Ra nhñu, ra Itzcuauhtzin, ra Tlacochcálcatl, Täayä nuni Tlatilulco.	ra njñu, ra itztsuaujtzin, ra tlatsochtsáltsatl, täayä nuni tlatilultso.	ra nhñu, ra itztsuauhtzin, ra tlatsochtsáltsatl, täayä nuni tlatilultso.	ra nhñu, ra itztsuauhtzin, ra tlatsotxtsáltsatl, täayä nuni tlatilultso.	ra nhñu, ra itzcuauhtzin, ra tlacočcálcatl, tᶏayᶏ nuni tlatilulco.	ra nhɲu, ra itzt͡suauhtzin, ra tlat͡sot͡ʃt͡sált͡satl, tãajã nuni tlatilult͡so.
95	tzin	Huexotzingo	Nuni Huexotzingo xki m'u̱i r'a ya ndä mi fädi mi pe̱tsuabi ra t'ek'ei, nehe r'a to'o mi pädi ra hoga hñä, xki no̱t'e ha nuya ntuhni ya mi n'angu mi pe̱tsa ya ts'e̱di. Nuna hogabeni mi ndo̱ni nubia ha nuna b'ist'ofo ge udi gatho ya ñ'udi ya manteb'u̱, ya ntuhni ya thogi bi nja nuua ha ya hyodi made gatho M'onda.	nuni juexotzingo xki m'u̱i r'a ya ndä mi fädi mi pe̱tsuabi ra t'ek'ei, neje r'a to'o mi pädi ra joga jñä, xki no̱t'e ja nuya ntujni ya mi n'angu mi pe̱tsa ya ts'e̱di. nuna jogabeni mi ndo̱ni nubia ja nuna b'ist'ofo ge udi gatjo ya ñ'udi ya manteb'u̱, ya ntujni ya tjogi bi nja nuua ja ya jyodi made gatjo m'onda.	nuni huexotzingo xki m'u̱i r'a ya ndä mi fädi mi pe̱tsuabi ra t'ek'ei, nehe r'a to'o mi pädi ra hoga hñä, xki no̱t'e ha nuya ntuhni ya mi n'angu mi pe̱tsa ya ts'e̱di. nuna hogabeni mi ndo̱ni nubia ha nuna b'ist'ofo ge udi gatho ya ñ'udi ya manteb'u̱, ya ntuhni ya thogi bi nja nuua ha ya hyodi made gatho m'onda.	nuni huexotzingo xki m'u̱i r'a ya ndä mi fädi mi pe̱tsuabi ra t'ek'ei, nehe r'a to'o mi pädi ra hoga hñä, xki no̱t'e ha nuya ntuhni ya mi n'angu mi pe̱tsa ya ts'e̱di. nuna hogabeni mi ndo̱ni nubia ha nuna b'ist'ofo ge udi gatho ya ñ'udi ya manteb'u̱, ya ntuhni ya thogi bi nja nuua ha ya hyodi made gatho m'onda.	nuni huešotzingo ški mʔɨi rʔa ya ndᶏ mi phᶏdi mi pɛcuabi ra tʔekʔei, nehe rʔa toʔo mi pᶏdi ra hoga hñᶏ, ški nɔtʔe ha nuya ntuhni ya mi nʔangu mi pɛca ya cʔɛdi. nuna hogabeni mi ndɔni nubia ha nuna bʔistʔopho ge udi gatho ya ñʔudi ya mantebʔɨ, ya ntuhni ya thogi bi nkha nuua ha ya hyodi made gatho mʔonda.	nuni hueʃotzingo ʃki mʔɨi rʔa ja ndã mi ɸãdi mi pɛt͡suabi ra tʔekʔei, nehe rʔa toʔo mi pãdi ra hoga hɲã, ʃki nɔtʔe ha nuja ntuhni ja mi nʔangu mi pɛt͡sa ja t͡sʔɛdi. nuna hogabeni mi ndɔni nubia ha nuna bʔistʔoɸo ge udi gatho ja ɲʔudi ja mantebʔɨ, ja ntuhni ja thogi bi nkha nuua ha ja hjodi made gatho mʔonda.
96	tzin	yacotzin,	I nte ra nge'a, ya hmä huts'i ha ra ndäxjua k'oi ra Códice ra Ramírez uni nuna b'e̱de mä majuäni ngu mä ra nthe̱ka b'ede ne ra ndädi nu'a ra nänä mra thuhu ra yacotzin, ra nänä ra Ixtlilxóchitl,	i nte ra nge'a, ya jmä juts'i ja ra ndäxjua k'oi ra tsóditse ra ramírez uni nuna b'e̱de mä majuäni ngu mä ra ntje̱ka b'ede ne ra ndädi nu'a ra nänä mra tjuju ra yatsotzin, ra nänä ra ixtlilxóchitl,	i nte ra nge'a, ya hmä huts'i ha ra ndäxjua k'oi ra tsóditse ra ramírez uni nuna b'e̱de mä majuäni ngu mä ra nthe̱ka b'ede ne ra ndädi nu'a ra nänä mra thuhu ra yatsotzin, ra nänä ra ixtlilxóchitl,	i nte ra nge'a, ya hmä huts'i ha ra ndäxjua k'oi ra tsóditse ra ramírez uni nuna b'e̱de mä majuäni ngu mä ra nthe̱ka b'ede ne ra ndädi nu'a ra nänä mra thuhu ra yatsotzin, ra nänä ra ixtlilxótxitl,	i nte ra ngeʔa, ya hmᶏ hucʔi ha ra ndᶏškhua kʔoi ra códice ra ramírez uni nuna bʔɛde mᶏ makhuᶏni ngu mᶏ ra nthɛka bʔede ne ra ndᶏdi nuʔa ra nᶏnᶏ mra thuhu ra yacotzin, ra nᶏnᶏ ra ištlilšóčitl,	i nte ra ngeʔa, ja hmã hut͡sʔi ha ra ndãʃkhua kʔoi ra t͡sódit͡se ra ramíɾez uni nuna bʔɛde mã makhuãni ngu mã ra nthɛka bʔede ne ra ndãdi nuʔa ra nãnã mɾa thuhu ra jat͡sotzin, ra nãnã ra iʃtlilʃót͡ʃitl,
97	tzin	Temilotzin.	ntuhni, nu'i tlacatéccatl, Temilotzin.	ntujni, nu'i tlatsatétstsatl, temilotzin.	ntuhni, nu'i tlatsatétstsatl, temilotzin.	ntuhni, nu'i tlatsatétstsatl, temilotzin.	ntuhni, nuʔi tlacatéccatl, temilotzin.	ntuhni, nuʔi tlat͡satét͡st͡satl, temilotzin.
98	tzin	Itzcuahtzin.	Ebu̠ ya ñanfo̱ bi fo̠ta̱ ha ra ñoñi ra dehe ra Ts'e̠y'e̠hmu ya xki du ne ra Itzcuahtzin.	ebu̱ ya ñanfo̱ bi fo̱ta̱ ja ra ñoñi ra deje ra ts'e̱y'e̱jmu ya xki du ne ra itztsuajtzin.	ebu̱ ya ñanfo̱ bi fo̱ta̱ ha ra ñoñi ra dehe ra ts'e̱y'e̱hmu ya xki du ne ra itztsuahtzin.	ebu̱ ya ñanfo̱ bi fo̱ta̱ ha ra ñoñi ra dehe ra ts'e̱y'e̱hmu ya xki du ne ra itztsuahtzin.	ebɨ ya ñanphɔ bi phɔtʌ ha ra ñoñi ra dehe ra cʔɛyʔɛhmu ya ški du ne ra itzcuahtzin.	ebɨ ja ɲanɸɔ bi ɸɔtə ha ra ɲoɲi ra dehe ra t͡sʔɛjʔɛhmu ja ʃki du ne ra itzt͡suahtzin.
99	tzin	Tepixohuatzin,	ne ra bo̱nahmu nuni Tlachtepec, Tepixohuatzin,	ne ra bo̱najmu nuni tlachtepets, tepixojuatzin,	ne ra bo̱nahmu nuni tlachtepets, tepixohuatzin,	ne ra bo̱nahmu nuni tlatxtepets, tepixohuatzin,	ne ra bɔnahmu nuni tlačtepec, tepišohuatzin,	ne ra bɔnahmu nuni tlat͡ʃtepet͡s, tepiʃohuatzin,
100	tzin	huexotzincas,	ts'e̱dihu̱, nu'ihu̱ ra metlaxcala, huexotzincas,	ts'e̱diju̱, nu'iju̱ ra metlaxtsala, juexotzintsas,	ts'e̱dihu̱, nu'ihu̱ ra metlaxtsala, huexotzintsas,	ts'e̱dihu̱, nu'ihu̱ ra metlaxtsala, huexotzintsas,	cʔɛdihɨ, nuʔihɨ ra metlašcala, huešotzincas,	t͡sʔɛdihɨ, nuʔihɨ ra metlaʃt͡sala, hueʃotzint͡sas,
101	tzin	Tecatzin,	Ebu̱ bi mä ra Tecatzin, nu'a ra ndä mi zu ya mpe̱fi pa ya mabagi:	ebu̱ bi mä ra tetsatzin, nu'a ra ndä mi zu ya mpe̱fi pa ya mabagi:	ebu̱ bi mä ra tetsatzin, nu'a ra ndä mi zu ya mpe̱fi pa ya mabagi:	ebu̱ bi mä ra tetsatzin, nu'a ra ndä mi zu ya mpe̱fi pa ya mabagi:	ebɨ bi mᶏ ra tecatzin, nuʔa ra ndᶏ mi zu ya mpɛphi pa ya mabagi:	ebɨ bi mã ra tet͡satzin, nuʔa ra ndã mi zu ja mpɛɸi pa ja mabagi:
102	tzin	huexotzincas	ya ñämfo̠ ko ya ñ'oui ya metlaxcala, ya huexotzincas ne mar'a ya b'u̠hai, bi nambu̠ ra hnini, bi gu̠ ra nxikañ'u ge ri ma nuni ra Tlacopan,	ya ñämfo̱ ko ya ñ'oui ya metlaxtsala, ya juexotzintsas ne mar'a ya b'u̱jai, bi nambu̱ ra jnini, bi gu̱ ra nxikañ'u ge ri ma nuni ra tlatsopan,	ya ñämfo̱ ko ya ñ'oui ya metlaxtsala, ya huexotzintsas ne mar'a ya b'u̱hai, bi nambu̱ ra hnini, bi gu̱ ra nxikañ'u ge ri ma nuni ra tlatsopan,	ya ñämfo̱ ko ya ñ'oui ya metlaxtsala, ya huexotzintsas ne mar'a ya b'u̱hai, bi nambu̱ ra hnini, bi gu̱ ra nxikañ'u ge ri ma nuni ra tlatsopan,	ya ñᶏmphɔ ko ya ñʔoui ya metlašcala, ya huešotzincas ne marʔa ya bʔɨhai, bi nambɨ ra hnini, bi gɨ ra nšikañʔu ge ri ma nuni ra tlacopan,	ja ɲãmɸɔ ko ja ɲʔoui ja metlaʃt͡sala, ja hueʃotzint͡sas ne maɾʔa ja bʔɨhai, bi nambɨ ra hnini, bi gɨ ra nʃikaɲʔu ge ri ma nuni ra tlat͡sopan,
103	tzin	Huexotzinco,	Majuäni ge ndunthi ya thogi xa o̱t'e da ntso̱m'a n'a, ge gi mit'i ri hnini ra thuhu ra Huexotzinco, nu'a indi tsa ga mähe [...].	majuäni ge nduntji ya tjogi xa o̱t'e da ntso̱m'a n'a, ge gi mit'i ri jnini ra tjuju ra juexotzintso, nu'a indi tsa ga mäje [...].	majuäni ge ndunthi ya thogi xa o̱t'e da ntso̱m'a n'a, ge gi mit'i ri hnini ra thuhu ra huexotzintso, nu'a indi tsa ga mähe [...].	majuäni ge ndunthi ya thogi xa o̱t'e da ntso̱m'a n'a, ge gi mit'i ri hnini ra thuhu ra huexotzintso, nu'a indi tsa ga mähe [...].	makhuᶏni ge ndunthi ya thogi ša ɔtʔe da ncɔmʔa nʔa, ge gi mitʔi ri hnini ra thuhu ra huešotzinco, nuʔa indi ca ga mᶏhe [...].	makhuãni ge ndunthi ja thogi ʃa ɔtʔe da nt͡sɔmʔa nʔa, ge gi mitʔi ri hnini ra thuhu ra hueʃotzint͡so, nuʔa indi t͡sa ga mãhe [...].
104	tzin	Yacotzin	ra Ixtlilxóchitl bi mä da tsu̱di ra nänä ra Yacotzin bi xipabi te xki o̱t'e mi ne xa ts'its'i pa nehe xa nxistehe.	ra ixtlilxóchitl bi mä da tsu̱di ra nänä ra yatsotzin bi xipabi te xki o̱t'e mi ne xa ts'its'i pa neje xa nxisteje.	ra ixtlilxóchitl bi mä da tsu̱di ra nänä ra yatsotzin bi xipabi te xki o̱t'e mi ne xa ts'its'i pa nehe xa nxistehe.	ra ixtlilxótxitl bi mä da tsu̱di ra nänä ra yatsotzin bi xipabi te xki o̱t'e mi ne xa ts'its'i pa nehe xa nxistehe.	ra ištlilšóčitl bi mᶏ da cɨdi ra nᶏnᶏ ra yacotzin bi šipabi te ški ɔtʔe mi ne ša cʔicʔi pa nehe ša nšistehe.	ra iʃtlilʃót͡ʃitl bi mã da t͡sɨdi ra nãnã ra jat͡sotzin bi ʃipabi te ʃki ɔtʔe mi ne ʃa t͡sʔit͡sʔi pa nehe ʃa nʃistehe.
105	tzin	Cuauhtemoctzin,	Cuauhtemoctzin, Conacoch, Tetlepanquetzaltzin:	tsuaujtemotstzin, tsonatsoch, tetlepanquetzaltzin:	tsuauhtemotstzin, tsonatsoch, tetlepanquetzaltzin:	tsuauhtemotstzin, tsonatsotx, tetlepanquetzaltzin:	cuauhtemoctzin, conacoč, tetlepanquetzaltzin:	t͡suauhtemot͡stzin, t͡sonat͡sot͡ʃ, tetlepanquetzaltzin:
106	tzin	Aztautzin	Mra ngu ra Aztautzin ge'a mi ja getbu̱ nuni ra Amáxac.	mra ngu ra aztautzin ge'a mi ja getbu̱ nuni ra amáxats.	mra ngu ra aztautzin ge'a mi ja getbu̱ nuni ra amáxats.	mra ngu ra aztautzin ge'a mi ja getbu̱ nuni ra amáxats.	mra ngu ra aztautzin geʔa mi kha getbɨ nuni ra amášac.	mɾa ngu ra aztautzin geʔa mi kha getbɨ nuni ra amáʃat͡s.
107	tzin	Tzilacatzin	Ra Tzilacatzin ne mar'a ya ñ'examabagi nub'u̱ xki handa ya ñämfo̱ m'estho bi ma da ñho̱ts'e̱ ko nge'u̱ bri jotuabi ra ñ'u pa inda mengi, bri japi da dagi mbo ra dehe.	ra tzilatsatzin ne mar'a ya ñ'examabagi nub'u̱ xki janda ya ñämfo̱ m'estjo bi ma da ñjo̱ts'e̱ ko nge'u̱ bri jotuabi ra ñ'u pa inda mengi, bri japi da dagi mbo ra deje.	ra tzilatsatzin ne mar'a ya ñ'examabagi nub'u̱ xki handa ya ñämfo̱ m'estho bi ma da ñho̱ts'e̱ ko nge'u̱ bri jotuabi ra ñ'u pa inda mengi, bri japi da dagi mbo ra dehe.	ra tzilatsatzin ne mar'a ya ñ'examabagi nub'u̱ xki handa ya ñämfo̱ m'estho bi ma da ñho̱ts'e̱ ko nge'u̱ bri jotuabi ra ñ'u pa inda mengi, bri japi da dagi mbo ra dehe.	ra tzilacatzin ne marʔa ya ñʔešamabagi nubʔɨ ški handa ya ñᶏmphɔ mʔestho bi ma da ñhɔcʔɛ ko ngeʔɨ bri khotuabi ra ñʔu pa inda mengi, bri khapi da dagi mbo ra dehe.	ra tzilat͡satzin ne maɾʔa ja ɲʔeʃamabagi nubʔɨ ʃki handa ja ɲãmɸɔ mʔestho bi ma da ɲhɔt͡sʔɛ ko ngeʔɨ bɾi khotuabi ra ɲʔu pa inda mengi, bɾi khapi da dagi mbo ra dehe.
108	tzin	Izcohuatzin,	Ra Täayä ra Ts'e̱y'e̱hmu mi y'oui ra Tlacochcálcatl ra me Tlatelolco, Izcohuatzin, ne to'o mi unga ya hñuni pa da zi nuya ñämfo̱ bri xipabi	ra täayä ra ts'e̱y'e̱jmu mi y'oui ra tlatsochtsáltsatl ra me tlateloltso, iztsojuatzin, ne to'o mi unga ya jñuni pa da zi nuya ñämfo̱ bri xipabi	ra täayä ra ts'e̱y'e̱hmu mi y'oui ra tlatsochtsáltsatl ra me tlateloltso, iztsohuatzin, ne to'o mi unga ya hñuni pa da zi nuya ñämfo̱ bri xipabi	ra täayä ra ts'e̱y'e̱hmu mi y'oui ra tlatsotxtsáltsatl ra me tlateloltso, iztsohuatzin, ne to'o mi unga ya hñuni pa da zi nuya ñämfo̱ bri xipabi	ra tᶏayᶏ ra cʔɛyʔɛhmu mi yʔoui ra tlacočcálcatl ra me tlatelolco, izcohuatzin, ne toʔo mi unga ya hñuni pa da zi nuya ñᶏmphɔ bri šipabi	ra tãajã ra t͡sʔɛjʔɛhmu mi jʔoui ra tlat͡sot͡ʃt͡sált͡satl ra me tlatelolt͡so, izt͡sohuatzin, ne toʔo mi unga ja hɲuni pa da zi nuja ɲãmɸɔ bɾi ʃipabi
109	tzin	Cohualpopocatzin.	Ra nyoho, bi tho ra ndä ra Nauhtla, mra thuhu ra Cohualpopocatzin.	ra nyojo, bi tjo ra ndä ra naujtla, mra tjuju ra tsojualpopotsatzin.	ra nyoho, bi tho ra ndä ra nauhtla, mra thuhu ra tsohualpopotsatzin.	ra nyoho, bi tho ra ndä ra nauhtla, mra thuhu ra tsohualpopotsatzin.	ra nyoho, bi tho ra ndᶏ ra nauhtla, mra thuhu ra cohualpopocatzin.	ra njoho, bi tho ra ndã ra nauhtla, mɾa thuhu ra t͡sohualpopot͡satzin.
110	tzin	Tecocoltzin.	Mä ya b'e̱hni ra ndä dig'a nuni Acolhuacan, Tecocoltzin. Mä nuna:	mä ya b'e̱jni ra ndä dig'a nuni atsoljuatsan, tetsotsoltzin. mä nuna:	mä ya b'e̱hni ra ndä dig'a nuni atsolhuatsan, tetsotsoltzin. mä nuna:	mä ya b'e̱hni ra ndä dig'a nuni atsolhuatsan, tetsotsoltzin. mä nuna:	mᶏ ya bʔɛhni ra ndᶏ digʔa nuni acolhuacan, tecocoltzin. mᶏ nuna:	mã ja bʔɛhni ra ndã digʔa nuni at͡solhuat͡san, tet͡sot͡soltzin. mã nuna:
111	tzin	huexotzincas.	da t'o̱t'e ra hnei, metlaxcala, huexotzincas.	da t'o̱t'e ra jnei, metlaxtsala, juexotzintsas.	da t'o̱t'e ra hnei, metlaxtsala, huexotzintsas.	da t'o̱t'e ra hnei, metlaxtsala, huexotzintsas.	da tʔɔtʔe ra hnei, metlašcala, huešotzincas.	da tʔɔtʔe ra hnei, metlaʃt͡sala, hueʃotzint͡sas.
112	tzin	Panitzin	Ho̱nse̱he̱ ra Panitzin inbri thät'i. Nuni ra Coyoacan bri jot'i, bri t'ot'a ra y'ofadi.	jo̱nse̱je̱ ra panitzin inbri tjät'i. nuni ra tsoyoatsan bri jot'i, bri t'ot'a ra y'ofadi.	ho̱nse̱he̱ ra panitzin inbri thät'i. nuni ra tsoyoatsan bri jot'i, bri t'ot'a ra y'ofadi.	ho̱nse̱he̱ ra panitzin inbri thät'i. nuni ra tsoyoatsan bri jot'i, bri t'ot'a ra y'ofadi.	hɔnsɛhɛ ra panitzin inbri thᶏtʔi. nuni ra coyoacan bri khotʔi, bri tʔotʔa ra yʔophadi.	hɔnsɛhɛ ra panitzin inbɾi thãtʔi. nuni ra t͡sojoat͡san bɾi khotʔi, bɾi tʔotʔa ra jʔoɸadi.
113	tzin	huexotzinka,	Dige'a r 'a man'añ'o ra hyo, ga mähu̱ nu'u̱ ya mfats'i ra Hernán Cortés, ri hmä dige'a ra metzcoco ra Ixtlixóchitl, ra huexotzinka, Nepilotzin, ra metlaxcala ra Xicoténcantl, ne mä gatho, dige'a mar'a ya gabida dige'a ya bo̱nahmu se̱he̱.	dige'a r 'a man'añ'o ra jyo, ga mäju̱ nu'u̱ ya mfats'i ra jernán tsortés, ri jmä dige'a ra metztsotso ra ixtlixóchitl, ra juexotzinka, nepilotzin, ra metlaxtsala ra xitsoténtsantl, ne mä gatjo, dige'a mar'a ya gabida dige'a ya bo̱najmu se̱je̱.	dige'a r 'a man'añ'o ra hyo, ga mähu̱ nu'u̱ ya mfats'i ra hernán tsortés, ri hmä dige'a ra metztsotso ra ixtlixóchitl, ra huexotzinka, nepilotzin, ra metlaxtsala ra xitsoténtsantl, ne mä gatho, dige'a mar'a ya gabida dige'a ya bo̱nahmu se̱he̱.	dige'a r 'a man'añ'o ra hyo, ga mähu̱ nu'u̱ ya mfats'i ra hernán tsortés, ri hmä dige'a ra metztsotso ra ixtlixótxitl, ra huexotzinka, nepilotzin, ra metlaxtsala ra xitsoténtsantl, ne mä gatho, dige'a mar'a ya gabida dige'a ya bo̱nahmu se̱he̱.	digeʔa r ʔa manʔañʔo ra hyo, ga mᶏhɨ nuʔɨ ya mphacʔi ra hernán cortés, ri hmᶏ digeʔa ra metzcoco ra ištlišóčitl, ra huešotzinka, nepilotzin, ra metlašcala ra šicoténcantl, ne mᶏ gatho, digeʔa marʔa ya gabida digeʔa ya bɔnahmu sɛhɛ.	digeʔa ɾ ʔa manʔaɲʔo ra hjo, ga mãhɨ nuʔɨ ja mɸat͡sʔi ra heɾnán t͡soɾtés, ri hmã digeʔa ra metzt͡sot͡so ra iʃtliʃót͡ʃitl, ra hueʃotzinka, nepilotzin, ra metlaʃt͡sala ra ʃit͡sotént͡santl, ne mã gatho, digeʔa maɾʔa ja gabida digeʔa ja bɔnahmu sɛhɛ.
114	tzin	Anahuatzin,	ra ñ'emabagi ra Anahuatzin,	ra ñ'emabagi ra anajuatzin,	ra ñ'emabagi ra anahuatzin,	ra ñ'emabagi ra anahuatzin,	ra ñʔemabagi ra anahuatzin,	ra ɲʔemabagi ra anahuatzin,
115	tzin	Cuappiatzin.	Cuappiatzin.	tsuappiatzin.	tsuappiatzin.	tsuappiatzin.	cuappiatzin.	t͡suappiatzin.
116	tzin	Atlixcatzin,	Atlixcatzin, Tlacatécatl.	atlixtsatzin, tlatsatétsatl.	atlixtsatzin, tlatsatétsatl.	atlixtsatzin, tlatsatétsatl.	atlišcatzin, tlacatécatl.	atliʃt͡satzin, tlat͡satét͡satl.
117	tzin	Mazatzintamalco	pe njani pa ra Xóloc nehe ra Mazatzintamalco into bi ma.	pe njani pa ra xólots neje ra mazatzintamaltso into bi ma.	pe njani pa ra xólots nehe ra mazatzintamaltso into bi ma.	pe njani pa ra xólots nehe ra mazatzintamaltso into bi ma.	pe nkhani pa ra šóloc nehe ra mazatzintamalco into bi ma.	pe nkhani pa ra ʃólot͡s nehe ra mazatzintamalt͡so into bi ma.
118	tzin	Malintzin:	"—Pe̱hna ra noya ra ""Ajuä"" gabida ne ra Malintzin:"	"-pe̱jna ra noya ra ""ajuä"" gabida ne ra malintzin:"	"-pe̱hna ra noya ra ""ajuä"" gabida ne ra malintzin:"	"-pe̱hna ra noya ra ""ajuä"" gabida ne ra malintzin:"	"-pɛhna ra noya ra ""akhuᶏ"" gabida ne ra malintzin:"	"-pɛhna ra noja ra ""akhuã"" gabida ne ra malintzin:"
119	tzin	Huexotzinco,	Nubia di xi'a'ihe ge inda thogi ndunthi ya pa pa da hneki da nts'oki ri hnini ra Huexotzinco, ra nge'a ma met'o inbi fädi dra jut'a ra boja ne into mi nzäi da uni, di geb'u̱ ma dadahe, ma xitahe, ya jä'i bi b'u̱i manteb'u̱ inbi fädi nuna njut'i, ra nge'a into mi b'e̱pi da t'o̱t'e njabu̱ [...	nubia di xi'a'ije ge inda tjogi nduntji ya pa pa da jneki da nts'oki ri jnini ra juexotzintso, ra nge'a ma met'o inbi fädi dra jut'a ra boja ne into mi nzäi da uni, di geb'u̱ ma dadaje, ma xitaje, ya jä'i bi b'u̱i manteb'u̱ inbi fädi nuna njut'i, ra nge'a into mi b'e̱pi da t'o̱t'e njabu̱ [...	nubia di xi'a'ihe ge inda thogi ndunthi ya pa pa da hneki da nts'oki ri hnini ra huexotzintso, ra nge'a ma met'o inbi fädi dra jut'a ra boja ne into mi nzäi da uni, di geb'u̱ ma dadahe, ma xitahe, ya jä'i bi b'u̱i manteb'u̱ inbi fädi nuna njut'i, ra nge'a into mi b'e̱pi da t'o̱t'e njabu̱ [...	nubia di xi'a'ihe ge inda thogi ndunthi ya pa pa da hneki da nts'oki ri hnini ra huexotzintso, ra nge'a ma met'o inbi fädi dra jut'a ra boja ne into mi nzäi da uni, di geb'u̱ ma dadahe, ma xitahe, ya jä'i bi b'u̱i manteb'u̱ inbi fädi nuna njut'i, ra nge'a into mi b'e̱pi da t'o̱t'e njabu̱ [...	nubia di šiʔaʔihe ge inda thogi ndunthi ya pa pa da hneki da ncʔoki ri hnini ra huešotzinco, ra ngeʔa ma metʔo inbi phᶏdi dra khutʔa ra bokha ne into mi nzᶏi da uni, di gebʔɨ ma dadahe, ma šitahe, ya khᶏʔi bi bʔɨi mantebʔɨ inbi phᶏdi nuna nkhutʔi, ra ngeʔa into mi bʔɛpi da tʔɔtʔe nkhabɨ [...	nubia di ʃiʔaʔihe ge inda thogi ndunthi ja pa pa da hneki da nt͡sʔoki ri hnini ra hueʃotzint͡so, ra ngeʔa ma metʔo inbi ɸãdi dɾa khutʔa ra bokha ne into mi nzãi da uni, di gebʔɨ ma dadahe, ma ʃitahe, ja khãʔi bi bʔɨi mantebʔɨ inbi ɸãdi nuna nkhutʔi, ra ngeʔa into mi bʔɛpi da tʔɔtʔe nkhabɨ [...
120	tzin	Cacamatzin,	ne mi b'e̠di da bo̠ni ha hnini bi hyo ra dänga ndä mra thuhu ra Cacamatzin,	ne mi b'e̱di da bo̱ni ja jnini bi jyo ra dänga ndä mra tjuju ra tsatsamatzin,	ne mi b'e̱di da bo̱ni ha hnini bi hyo ra dänga ndä mra thuhu ra tsatsamatzin,	ne mi b'e̱di da bo̱ni ha hnini bi hyo ra dänga ndä mra thuhu ra tsatsamatzin,	ne mi bʔɛdi da bɔni ha hnini bi hyo ra dᶏnga ndᶏ mra thuhu ra cacamatzin,	ne mi bʔɛdi da bɔni ha hnini bi hjo ra dãnga ndã mɾa thuhu ra t͡sat͡samatzin,
121	tzin	Tlamemeltzin	bri t'umbi n'a ra baha ra Tlamemeltzin ra Xicohténcatl, ne ra Castañeda.	bri t'umbi n'a ra baja ra tlamemeltzin ra xitsojténtsatl, ne ra tsastañeda.	bri t'umbi n'a ra baha ra tlamemeltzin ra xitsohténtsatl, ne ra tsastañeda.	bri t'umbi n'a ra baha ra tlamemeltzin ra xitsohténtsatl, ne ra tsastañeda.	bri tʔumbi nʔa ra baha ra tlamemeltzin ra šicohténcatl, ne ra castañeda.	bɾi tʔumbi nʔa ra baha ra tlamemeltzin ra ʃit͡sohtént͡satl, ne ra t͡sastaɲeda.
122	tzin	Tzilacatzin	Ra Tzilacatzin mra dänga gabida, mra ñ'o̱ho̱ xi ra no̱t'e bi tso̱ho̱ nubu̱	ra tzilatsatzin mra dänga gabida, mra ñ'o̱jo̱ xi ra no̱t'e bi tso̱jo̱ nubu̱	ra tzilatsatzin mra dänga gabida, mra ñ'o̱ho̱ xi ra no̱t'e bi tso̱ho̱ nubu̱	ra tzilatsatzin mra dänga gabida, mra ñ'o̱ho̱ xi ra no̱t'e bi tso̱ho̱ nubu̱	ra tzilacatzin mra dᶏnga gabida, mra ñʔɔhɔ ši ra nɔtʔe bi cɔhɔ nubɨ	ra tzilat͡satzin mɾa dãnga gabida, mɾa ɲʔɔhɔ ʃi ra nɔtʔe bi t͡sɔhɔ nubɨ
