	Palabra	Aparece en:	OTS	INALI	OTQ	RFE	fon
103	jut'ihe	Nub'u̱ ndi umbabihe ma njut'ihe xki nzäi ndi da'ihe, mi adi n'a tu̱ki nehe nub'u̱ ndi unihe ya k'astaboja mi häni made n'a tu̱ki [...]	nub'u̱ ndi umbabije ma njut'ije xki nzäi ndi da'ije, mi adi n'a tu̱ki neje nub'u̱ ndi unije ya k'astaboja mi jäni made n'a tu̱ki [...]	nub'u̱ ndi umbabihe ma njut'ihe xki nzäi ndi da'ihe, mi adi n'a tu̱ki nehe nub'u̱ ndi unihe ya k'astaboja mi häni made n'a tu̱ki [...]	nub'u̱ ndi umbabihe ma njut'ihe xki nzäi ndi da'ihe, mi adi n'a tu̱ki nehe nub'u̱ ndi unihe ya k'astaboja mi häni made n'a tu̱ki [...]	nubʔɨ ndi umbabihe ma nkhutʔihe ški nzᶏi ndi daʔihe, mi adi nʔa tɨki nehe nubʔɨ ndi unihe ya kʔastabokha mi hᶏni made nʔa tɨki [...]	nubʔɨ ndi umbabihe ma nkhutʔihe ʃki nzãi ndi daʔihe, mi adi nʔa tɨki nehe nubʔɨ ndi unihe ja kʔastabokha mi hãni made nʔa tɨki [...]
104	jä'ihe,	Nugagihe ngu ra ts'u̱tui ne nuhe ya mfaste ts'u̱tui, ne ya däk'ei ne nugagihe ya hoga bu̱i jä''i, nugagihe dra t'u̱ka ts'u̱tuihe gatho ri jä'ihe, nugagihe ri b'e̱gogihe, ko ndunthi ra t'ek'ei di apa'ihe hi nu po gekagihe, ra nge'a nuna thogi sta thogihe xi ra dängi; ra ntso̱m'i ge mit'k'agihe ma ndätehe.	nugagije ngu ra ts'u̱tui ne nuje ya mfaste ts'u̱tui, ne ya däk'ei ne nugagije ya joga bu̱i jä''i, nugagije dra t'u̱ka ts'u̱tuije gatjo ri jä'ije, nugagije ri b'e̱gogije, ko nduntji ra t'ek'ei di apa'ije ji nu po gekagije, ra nge'a nuna tjogi sta tjogije xi ra dängi; ra ntso̱m'i ge mit'k'agije ma ndäteje.	nugagihe ngu ra ts'u̱tui ne nuhe ya mfaste ts'u̱tui, ne ya däk'ei ne nugagihe ya hoga bu̱i jä''i, nugagihe dra t'u̱ka ts'u̱tuihe gatho ri jä'ihe, nugagihe ri b'e̱gogihe, ko ndunthi ra t'ek'ei di apa'ihe hi nu po gekagihe, ra nge'a nuna thogi sta thogihe xi ra dängi; ra ntso̱m'i ge mit'k'agihe ma ndätehe.	nugagihe ngu ra ts'u̱tui ne nuhe ya mfaste ts'u̱tui, ne ya däk'ei ne nugagihe ya hoga bu̱i jä''i, nugagihe dra t'u̱ka ts'u̱tuihe gatho ri jä'ihe, nugagihe ri b'e̱gogihe, ko ndunthi ra t'ek'ei di apa'ihe hi nu po gekagihe, ra nge'a nuna thogi sta thogihe xi ra dängi; ra ntso̱m'i ge mit'k'agihe ma ndätehe.	nugagihe ngu ra cʔɨtui ne nuhe ya mphaste cʔɨtui, ne ya dᶏkʔei ne nugagihe ya hoga bɨi khᶏʔʔi, nugagihe dra tʔɨka cʔɨtuihe gatho ri khᶏʔihe, nugagihe ri bʔɛgogihe, ko ndunthi ra tʔekʔei di apaʔihe hi nu po gekagihe, ra ngeʔa nuna thogi sta thogihe ši ra dᶏngi; ra ncɔmʔi ge mitʔkʔagihe ma ndᶏtehe.	nugagihe ngu ra t͡sʔɨtui ne nuhe ja mɸaste t͡sʔɨtui, ne ja dãkʔei ne nugagihe ja hoga bɨi khãʔʔi, nugagihe dɾa tʔɨka t͡sʔɨtuihe gatho ri khãʔihe, nugagihe ri bʔɛgogihe, ko ndunthi ra tʔekʔei di apaʔihe hi nu po gekagihe, ra ngeʔa nuna thogi sta thogihe ʃi ra dãngi; ra nt͡sɔmʔi ge mitʔkʔagihe ma ndãtehe.
105	johya,	Ndunthi bri johya, bri thuxpabi gatho nu'a mi  o̱t'abi ra b'edi, ko nge'u̱ bi m'u̱i ne mi t'umbabi ya t'ixu:	nduntji bri jojya, bri tjuxpabi gatjo nu'a mi o̱t'abi ra b'edi, ko nge'u̱ bi m'u̱i ne mi t'umbabi ya t'ixu:	ndunthi bri johya, bri thuxpabi gatho nu'a mi o̱t'abi ra b'edi, ko nge'u̱ bi m'u̱i ne mi t'umbabi ya t'ixu:	ndunthi bri johya, bri thuxpabi gatho nu'a mi o̱t'abi ra b'edi, ko nge'u̱ bi m'u̱i ne mi t'umbabi ya t'ixu:	ndunthi bri khohya, bri thušpabi gatho nuʔa mi ɔtʔabi ra bʔedi, ko ngeʔɨ bi mʔɨi ne mi tʔumbabi ya tʔišu:	ndunthi bɾi khohja, bɾi thuʃpabi gatho nuʔa mi ɔtʔabi ra bʔedi, ko ngeʔɨ bi mʔɨi ne mi tʔumbabi ja tʔiʃu:
106	johya,	Ya miñ'o ko ngehna hmä ri johya,	ya miñ'o ko ngejna jmä ri jojya,	ya miñ'o ko ngehna hmä ri johya,	ya miñ'o ko ngehna hmä ri johya,	ya miñʔo ko ngehna hmᶏ ri khohya,	ja miɲʔo ko ngehna hmã ri khohja,
107	johya,	ya he mra n´añ´o ne mi johya, bi tso̱ho̱ ha ya hnini nuna hai ko ndunthi ra ts´u̱tui, nuya mu̱dimehai mi ñ´endatho ne bi o̱tua ya b´e̱go.	ya je mra n´añ´o ne mi jojya, bi tso̱jo̱ ja ya jnini nuna jai ko nduntji ra ts´u̱tui, nuya mu̱dimejai mi ñ´endatjo ne bi o̱tua ya b´e̱go.	ya he mra n´añ´o ne mi johya, bi tso̱ho̱ ha ya hnini nuna hai ko ndunthi ra ts´u̱tui, nuya mu̱dimehai mi ñ´endatho ne bi o̱tua ya b´e̱go.	ya he mra n´añ´o ne mi johya, bi tso̱ho̱ ha ya hnini nuna hai ko ndunthi ra ts´u̱tui, nuya mu̱dimehai mi ñ´endatho ne bi o̱tua ya b´e̱go.	ya he mra n´añ´o ne mi khohya, bi cɔhɔ ha ya hnini nuna hai ko ndunthi ra c´ɨtui, nuya mɨdimehai mi ñ´endatho ne bi ɔtua ya b´ɛgo.	ja he mɾa n´aɲ´o ne mi khohja, bi t͡sɔhɔ ha ja hnini nuna hai ko ndunthi ra t͡s´ɨtui, nuja mɨdimehai mi ɲ´endatho ne bi ɔtua ja b´ɛgo.
108	johya,	Ya t'u̱ki bätsi mi pe̱xo. Mi tso̱ni gatho. Ma r'a mi johya, mi r'anthede mi pabu̱ ya ñ'u.	ya t'u̱ki bätsi mi pe̱xo. mi tso̱ni gatjo. ma r'a mi jojya, mi r'antjede mi pabu̱ ya ñ'u.	ya t'u̱ki bätsi mi pe̱xo. mi tso̱ni gatho. ma r'a mi johya, mi r'anthede mi pabu̱ ya ñ'u.	ya t'u̱ki bätsi mi pe̱xo. mi tso̱ni gatho. ma r'a mi johya, mi r'anthede mi pabu̱ ya ñ'u.	ya tʔɨki bᶏci mi pɛšo. mi cɔni gatho. ma rʔa mi khohya, mi rʔanthede mi pabɨ ya ñʔu.	ja tʔɨki bãt͡si mi pɛʃo. mi t͡sɔni gatho. ma rʔa mi khohja, mi rʔanthede mi pabɨ ja ɲʔu.
109	johi	Du̱i xoki ra tsi hmets'i, di ñhandi ngätho goho ya tsät'i ra ximhäi, n'a ngu n'a, di ndu̱i made, ha po̱xa ñhadi, ha di ñu̱'i, madu̱'i ne ma ña, japap'u̱ ne yopi, di guadi di ñhandi ha po̱xa ra hiatsi ja ra ma'ye, hamp'u̱ xa mbo̱nga n'a chi tu̱i, ge'ä ra 17 ra yonzänä ja negipu̱ ra thay ra tsi hiady, nje̱yam'i njap'u konge ya thay ra tsihiady, ya jä'i johia ne tso'mi, njap'u̱ nthe ya nfeni ra pa ne ra ximhäi, uáts'a ya y'e̱ zengua ra tsi hyadi ne maa.	du̱i xoki ra tsi jmets'i, di ñjandi ngätjo gojo ya tsät'i ra ximjäi, n'a ngu n'a, di ndu̱i made, ja po̱xa ñjadi, ja di ñu̱'i, madu̱'i ne ma ña, japap'u̱ ne yopi, di guadi di ñjandi ja po̱xa ra jiatsi ja ra ma'ye, jamp'u̱ xa mbo̱nga n'a chi tu̱i, ge'ä ra 17 ra yonzänä ja negipu̱ ra tjay ra tsi jiady, nje̱yam'i njap'u konge ya tjay ra tsijiady, ya jä'i jojia ne tso'mi, njap'u̱ ntje ya nfeni ra pa ne ra ximjäi, uáts'a ya y'e̱ zengua ra tsi jyadi ne maa.	du̱i xoki ra tsi hmets'i, di ñhandi ngätho goho ya tsät'i ra ximhäi, n'a ngu n'a, di ndu̱i made, ha po̱xa ñhadi, ha di ñu̱'i, madu̱'i ne ma ña, japap'u̱ ne yopi, di guadi di ñhandi ha po̱xa ra hiatsi ja ra ma'ye, hamp'u̱ xa mbo̱nga n'a chi tu̱i, ge'ä ra 17 ra yonzänä ja negipu̱ ra thay ra tsi hiady, nje̱yam'i njap'u konge ya thay ra tsihiady, ya jä'i johia ne tso'mi, njap'u̱ nthe ya nfeni ra pa ne ra ximhäi, uáts'a ya y'e̱ zengua ra tsi hyadi ne maa.	du̱i xoki ra tsi hmets'i, di ñhandi ngätho goho ya tsät'i ra ximhäi, n'a ngu n'a, di ndu̱i made, ha po̱xa ñhadi, ha di ñu̱'i, madu̱'i ne ma ña, japap'u̱ ne yopi, di guadi di ñhandi ha po̱xa ra hiatsi ja ra ma'ye, hamp'u̱ xa mbo̱nga n'a txi tu̱i, ge'ä ra 17 ra yonzänä ja negipu̱ ra thay ra tsi hiady, nje̱yam'i njap'u konge ya thay ra tsihiady, ya jä'i johia ne tso'mi, njap'u̱ nthe ya nfeni ra pa ne ra ximhäi, uáts'a ya y'e̱ zengua ra tsi hyadi ne maa.	dɨi šoki ra ci hmecʔi, di ñhandi ngᶏtho goho ya cᶏtʔi ra šimhᶏi, nʔa ngu nʔa, di ndɨi made, ha pɔša ñhadi, ha di ñɨʔi, madɨʔi ne ma ña, khapapʔɨ ne yopi, di guadi di ñhandi ha pɔša ra hiaci kha ra maʔye, hampʔɨ ša mbɔnga nʔa či tɨi, geʔᶏ ra 17 ra yonzᶏnᶏ kha negipɨ ra thay ra ci hiady, nkhɛyamʔi nkhapʔu konge ya thay ra cihiady, ya khᶏʔi khohia ne coʔmi, nkhapʔɨ nthe ya npheni ra pa ne ra šimhᶏi, uácʔa ya yʔɛ zengua ra ci hyadi ne maa.	dɨi ʃoki ra t͡si hmet͡sʔi, di ɲhandi ngãtho goho ja t͡sãtʔi ra ʃimhãi, nʔa ngu nʔa, di ndɨi made, ha pɔʃa ɲhadi, ha di ɲɨʔi, madɨʔi ne ma ɲa, khapapʔɨ ne jopi, di guadi di ɲhandi ha pɔʃa ra hiat͡si kha ra maʔje, hampʔɨ ʃa mbɔnga nʔa t͡ʃi tɨi, geʔã ra 17 ra jonzãnã kha negipɨ ra thaj ra t͡si hiadj, nkhɛjamʔi nkhapʔu konge ja thaj ra t͡sihiadj, ja khãʔi khohia ne t͡soʔmi, nkhapʔɨ nthe ja nɸeni ra pa ne ra ʃimhãi, uát͡sʔa ja jʔɛ zengua ra t͡si hjadi ne maa.
110	johi	Ra Alvarado bi johi bi ntsabi. Bi ma nuni Tlacopan da ntsaya.	ra alvarado bi joji bi ntsabi. bi ma nuni tlatsopan da ntsaya.	ra alvarado bi johi bi ntsabi. bi ma nuni tlatsopan da ntsaya.	ra alvarado bi johi bi ntsabi. bi ma nuni tlatsopan da ntsaya.	ra alvarado bi khohi bi ncabi. bi ma nuni tlacopan da ncaya.	ra alvaɾado bi khohi bi nt͡sabi. bi ma nuni tlat͡sopan da nt͡saja.
111	johi	Gi pädi ge nuna thogi bi nja ha ra hnini dige'a nuya ntsaui bi me̱tsi to'o bi b'e̱di bri y'o̱the e ya nthe̱ni xki johi ha nuya ts'othogi, bi udi nuna jä'i ne ya bätsi ge xki ñ'ehe ha ya dänga hnini ge bi hyoki ya t'o̱t'amfeni.	gi pädi ge nuna tjogi bi nja ja ra jnini dige'a nuya ntsaui bi me̱tsi to'o bi b'e̱di bri y'o̱tje e ya ntje̱ni xki joji ja nuya ts'otjogi, bi udi nuna jä'i ne ya bätsi ge xki ñ'eje ja ya dänga jnini ge bi jyoki ya t'o̱t'amfeni.	gi pädi ge nuna thogi bi nja ha ra hnini dige'a nuya ntsaui bi me̱tsi to'o bi b'e̱di bri y'o̱the e ya nthe̱ni xki johi ha nuya ts'othogi, bi udi nuna jä'i ne ya bätsi ge xki ñ'ehe ha ya dänga hnini ge bi hyoki ya t'o̱t'amfeni.	gi pädi ge nuna thogi bi nja ha ra hnini dige'a nuya ntsaui bi me̱tsi to'o bi b'e̱di bri y'o̱the e ya nthe̱ni xki johi ha nuya ts'othogi, bi udi nuna jä'i ne ya bätsi ge xki ñ'ehe ha ya dänga hnini ge bi hyoki ya t'o̱t'amfeni.	gi pᶏdi ge nuna thogi bi nkha ha ra hnini digeʔa nuya ncaui bi mɛci toʔo bi bʔɛdi bri yʔɔthe e ya nthɛni ški khohi ha nuya cʔothogi, bi udi nuna khᶏʔi ne ya bᶏci ge ški ñʔehe ha ya dᶏnga hnini ge bi hyoki ya tʔɔtʔampheni.	gi pãdi ge nuna thogi bi nkha ha ra hnini digeʔa nuja nt͡saui bi mɛt͡si toʔo bi bʔɛdi bɾi jʔɔthe e ja nthɛni ʃki khohi ha nuja t͡sʔothogi, bi udi nuna khãʔi ne ja bãt͡si ge ʃki ɲʔehe ha ja dãnga hnini ge bi hjoki ja tʔɔtʔamɸeni.
112	hanja...	Nuga̱ xi di ne'i, hindi pädi hanja...   	nuga̱ xi di ne'i, jindi pädi janja...	nuga̱ xi di ne'i, hindi pädi hanja...	nuga̱ xi di ne'i, hindi pädi hanja...	nugʌ ši di neʔi, hindi pᶏdi hankha...	nugə ʃi di neʔi, hindi pãdi hankha...
113	njändahmä	"Fernando Alva Ixtlilxóchitl, xiii njändahmä ""ra ñ'ehe ya ñämfo̱ ne ra mu̱di ra hoga ts'ofo ra evangelio."""	"fernando alva ixtlilxóchitl, xiii njändajmä ""ra ñ'eje ya ñämfo̱ ne ra mu̱di ra joga ts'ofo ra evangelio."""	"fernando alva ixtlilxóchitl, xiii njändahmä ""ra ñ'ehe ya ñämfo̱ ne ra mu̱di ra hoga ts'ofo ra evangelio."""	"fernando alva ixtlilxótxitl, xiii njändahmä ""ra ñ'ehe ya ñämfo̱ ne ra mu̱di ra hoga ts'ofo ra evangelio."""	"phernando alva ištlilšóčitl, šiii nkhᶏndahmᶏ ""ra ñʔehe ya ñᶏmphɔ ne ra mɨdi ra hoga cʔopho ra evangelio."""	"ɸeɾnando alva iʃtlilʃót͡ʃitl, ʃiii nkhãndahmã ""ɾa ɲʔehe ja ɲãmɸɔ ne ra mɨdi ra hoga t͡sʔoɸo ra evangelio."""
114	njändahmä	Bi tse̱ti nuna ngot'i ra M'onda, ngu pede ra Dänga B'ede, ya K'oi ne ya njändahmä, ngu nu'a ra hmä ra Alonso Axayaca, goho n'ate ma pa bi nzo̱t'e nuna pa.	bi tse̱ti nuna ngot'i ra m'onda, ngu pede ra dänga b'ede, ya k'oi ne ya njändajmä, ngu nu'a ra jmä ra alonso axayatsa, gojo n'ate ma pa bi nzo̱t'e nuna pa.	bi tse̱ti nuna ngot'i ra m'onda, ngu pede ra dänga b'ede, ya k'oi ne ya njändahmä, ngu nu'a ra hmä ra alonso axayatsa, goho n'ate ma pa bi nzo̱t'e nuna pa.	bi tse̱ti nuna ngot'i ra m'onda, ngu pede ra dänga b'ede, ya k'oi ne ya njändahmä, ngu nu'a ra hmä ra alonso axayatsa, goho n'ate ma pa bi nzo̱t'e nuna pa.	bi cɛti nuna ngotʔi ra mʔonda, ngu pede ra dᶏnga bʔede, ya kʔoi ne ya nkhᶏndahmᶏ, ngu nuʔa ra hmᶏ ra alonso ašayaca, goho nʔate ma pa bi nzɔtʔe nuna pa.	bi t͡sɛti nuna ngotʔi ra mʔonda, ngu pede ra dãnga bʔede, ja kʔoi ne ja nkhãndahmã, ngu nuʔa ra hmã ra alonso aʃajat͡sa, goho nʔate ma pa bi nzɔtʔe nuna pa.
115	ajuähu̱	y'o, ri ma ne gi xipabihu̱ ya metlaxcala ge ma r'a ya me̱ti jä'i ne ri ajuähu̱, ge nu'a ga mä ge xa ehe nuua ma haihu̱, ge di umbabihe ma nthädihe.	y'o, ri ma ne gi xipabiju̱ ya metlaxtsala ge ma r'a ya me̱ti jä'i ne ri ajuäju̱, ge nu'a ga mä ge xa eje nuua ma jaiju̱, ge di umbabije ma ntjädije.	y'o, ri ma ne gi xipabihu̱ ya metlaxtsala ge ma r'a ya me̱ti jä'i ne ri ajuähu̱, ge nu'a ga mä ge xa ehe nuua ma haihu̱, ge di umbabihe ma nthädihe.	y'o, ri ma ne gi xipabihu̱ ya metlaxtsala ge ma r'a ya me̱ti jä'i ne ri ajuähu̱, ge nu'a ga mä ge xa ehe nuua ma haihu̱, ge di umbabihe ma nthädihe.	yʔo, ri ma ne gi šipabihɨ ya metlašcala ge ma rʔa ya mɛti khᶏʔi ne ri akhuᶏhɨ, ge nuʔa ga mᶏ ge ša ehe nuua ma haihɨ, ge di umbabihe ma nthᶏdihe.	jʔo, ri ma ne gi ʃipabihɨ ja metlaʃt͡sala ge ma rʔa ja mɛti khãʔi ne ri akhuãhɨ, ge nuʔa ga mã ge ʃa ehe nuua ma haihɨ, ge di umbabihe ma nthãdihe.
116	ajuähu̱	—Dom'i ma ajuähu̱ ge inda yu̱t'a ha ma nguhu̱ nuhu̱ to'o e̱nts'i pa thi ne da hokuabi ra honanhyo nub'u̱ sta ne da hyoki ya inda za.	-dom'i ma ajuäju̱ ge inda yu̱t'a ja ma nguju̱ nuju̱ to'o e̱nts'i pa tji ne da jokuabi ra jonanjyo nub'u̱ sta ne da jyoki ya inda za.	-dom'i ma ajuähu̱ ge inda yu̱t'a ha ma nguhu̱ nuhu̱ to'o e̱nts'i pa thi ne da hokuabi ra honanhyo nub'u̱ sta ne da hyoki ya inda za.	-dom'i ma ajuähu̱ ge inda yu̱t'a ha ma nguhu̱ nuhu̱ to'o e̱nts'i pa thi ne da hokuabi ra honanhyo nub'u̱ sta ne da hyoki ya inda za.	-domʔi ma akhuᶏhɨ ge inda yɨtʔa ha ma nguhɨ nuhɨ toʔo ɛncʔi pa thi ne da hokuabi ra honanhyo nubʔɨ sta ne da hyoki ya inda za.	-domʔi ma akhuãhɨ ge inda jɨtʔa ha ma nguhɨ nuhɨ toʔo ɛnt͡sʔi pa thi ne da hokuabi ra honanhjo nubʔɨ sta ne da hjoki ja inda za.
117	ajuähu̱	bi tso̱hso̱ ra ngo ma ajuähu̱: nubia da fu̱di da guadi ra r'e̱t'a ra pa.	bi tso̱jso̱ ra ngo ma ajuäju̱: nubia da fu̱di da guadi ra r'e̱t'a ra pa.	bi tso̱hso̱ ra ngo ma ajuähu̱: nubia da fu̱di da guadi ra r'e̱t'a ra pa.	bi tso̱hso̱ ra ngo ma ajuähu̱: nubia da fu̱di da guadi ra r'e̱t'a ra pa.	bi cɔhsɔ ra ngo ma akhuᶏhɨ: nubia da phɨdi da guadi ra rʔɛtʔa ra pa.	bi t͡sɔhsɔ ra ngo ma akhuãhɨ: nubia da ɸɨdi da guadi ra rʔɛtʔa ra pa.
118	japabihe	Da umbabihe te da zi, da japabihe ndunthi ma zu.	da umbabije te da zi, da japabije nduntji ma zu.	da umbabihe te da zi, da japabihe ndunthi ma zu.	da umbabihe te da zi, da japabihe ndunthi ma zu.	da umbabihe te da zi, da khapabihe ndunthi ma zu.	da umbabihe te da zi, da khapabihe ndunthi ma zu.
119	jakagihu̱	Ha ra Hñus'i dige'a nuya ntuhu dega ntso̱m'i dige'a ra ts'okant'o̱t'amfeni, xa ze̱ti ha ma me̱t'o, dige'a nuna Nthandi to'o bi b'e̱di ri m'e̱tsi mar'a, xi ma ngu̱ni, ge jakagihu̱ ga pe̱tsi ra xanatunmu̱i digeb'u̱ nuya thogi.	ja ra jñus'i dige'a nuya ntuju dega ntso̱m'i dige'a ra ts'okant'o̱t'amfeni, xa ze̱ti ja ma me̱t'o, dige'a nuna ntjandi to'o bi b'e̱di ri m'e̱tsi mar'a, xi ma ngu̱ni, ge jakagiju̱ ga pe̱tsi ra xanatunmu̱i digeb'u̱ nuya tjogi.	ha ra hñus'i dige'a nuya ntuhu dega ntso̱m'i dige'a ra ts'okant'o̱t'amfeni, xa ze̱ti ha ma me̱t'o, dige'a nuna nthandi to'o bi b'e̱di ri m'e̱tsi mar'a, xi ma ngu̱ni, ge jakagihu̱ ga pe̱tsi ra xanatunmu̱i digeb'u̱ nuya thogi.	ha ra hñus'i dige'a nuya ntuhu dega ntso̱m'i dige'a ra ts'okant'o̱t'amfeni, xa ze̱ti ha ma me̱t'o, dige'a nuna nthandi to'o bi b'e̱di ri m'e̱tsi mar'a, xi ma ngu̱ni, ge jakagihu̱ ga pe̱tsi ra xanatunmu̱i digeb'u̱ nuya thogi.	ha ra hñusʔi digeʔa nuya ntuhu dega ncɔmʔi digeʔa ra cʔokantʔɔtʔampheni, ša zɛti ha ma mɛtʔo, digeʔa nuna nthandi toʔo bi bʔɛdi ri mʔɛci marʔa, ši ma ngɨni, ge khakagihɨ ga pɛci ra šanatunmɨi digebʔɨ nuya thogi.	ha ra hɲusʔi digeʔa nuja ntuhu dega nt͡sɔmʔi digeʔa ra t͡sʔokantʔɔtʔamɸeni, ʃa zɛti ha ma mɛtʔo, digeʔa nuna nthandi toʔo bi bʔɛdi ri mʔɛt͡si maɾʔa, ʃi ma ngɨni, ge khakagihɨ ga pɛt͡si ra ʃanatunmɨi digebʔɨ nuja thogi.
120	njondahmä	Mapaya ri m'e̱tsi ndunthi ya njondahmä ya ndeznä, habu̱ thuis'i ra hmä ra Motolinia, ra ehe ya ñämfo̱ nehe ya thogi bi nja ha ra ts'okat´o̱t´amfeni.	mapaya ri m'e̱tsi nduntji ya njondajmä ya ndeznä, jabu̱ tjuis'i ra jmä ra motolinia, ra eje ya ñämfo̱ neje ya tjogi bi nja ja ra ts'okat´o̱t´amfeni.	mapaya ri m'e̱tsi ndunthi ya njondahmä ya ndeznä, habu̱ thuis'i ra hmä ra motolinia, ra ehe ya ñämfo̱ nehe ya thogi bi nja ha ra ts'okat´o̱t´amfeni.	mapaya ri m'e̱tsi ndunthi ya njondahmä ya ndeznä, habu̱ thuis'i ra hmä ra motolinia, ra ehe ya ñämfo̱ nehe ya thogi bi nja ha ra ts'okat´o̱t´amfeni.	mapaya ri mʔɛci ndunthi ya nkhondahmᶏ ya ndeznᶏ, habɨ thuisʔi ra hmᶏ ra motolinia, ra ehe ya ñᶏmphɔ nehe ya thogi bi nkha ha ra cʔokat´ɔt´ampheni.	mapaja ri mʔɛt͡si ndunthi ja nkhondahmã ja ndeznã, habɨ thuisʔi ra hmã ra motolinia, ra ehe ja ɲãmɸɔ nehe ja thogi bi nkha ha ra t͡sʔokat´ɔt´amɸeni.
121	njondahmä	Ra nhñu ne ra ngästsi ra b'ist'ofo di huts'ihu̱ ha nuna ze̱ki b'ist'ofo, ri ñ'ehe ra VII njondahmä ra Chimalpain,	ra njñu ne ra ngästsi ra b'ist'ofo di juts'iju̱ ja nuna ze̱ki b'ist'ofo, ri ñ'eje ra vii njondajmä ra chimalpain,	ra nhñu ne ra ngästsi ra b'ist'ofo di huts'ihu̱ ha nuna ze̱ki b'ist'ofo, ri ñ'ehe ra vii njondahmä ra chimalpain,	ra nhñu ne ra ngästsi ra b'ist'ofo di huts'ihu̱ ha nuna ze̱ki b'ist'ofo, ri ñ'ehe ra vii njondahmä ra tximalpain,	ra nhñu ne ra ngᶏsci ra bʔistʔopho di hucʔihɨ ha nuna zɛki bʔistʔopho, ri ñʔehe ra vii nkhondahmᶏ ra čimalpain,	ra nhɲu ne ra ngãst͡si ra bʔistʔoɸo di hut͡sʔihɨ ha nuna zɛki bʔistʔoɸo, ri ɲʔehe ra vii nkhondahmã ra t͡ʃimalpain,
122	njondahmä	Ha ya t'u̠ka ze̠ki thuts'i n'a tu̠kitho nuna thogi ge bi huxa ra Fernando Alva Ixtlilxóchitl, nu'a b'e̱tsi ra XIIIi njondahmä.	ja ya t'u̱ka ze̱ki tjuts'i n'a tu̱kitjo nuna tjogi ge bi juxa ra fernando alva ixtlilxóchitl, nu'a b'e̱tsi ra xiiii njondajmä.	ha ya t'u̱ka ze̱ki thuts'i n'a tu̱kitho nuna thogi ge bi huxa ra fernando alva ixtlilxóchitl, nu'a b'e̱tsi ra xiiii njondahmä.	ha ya t'u̱ka ze̱ki thuts'i n'a tu̱kitho nuna thogi ge bi huxa ra fernando alva ixtlilxótxitl, nu'a b'e̱tsi ra xiiii njondahmä.	ha ya tʔɨka zɛki thucʔi nʔa tɨkitho nuna thogi ge bi huša ra phernando alva ištlilšóčitl, nuʔa bʔɛci ra šiiii nkhondahmᶏ.	ha ja tʔɨka zɛki thut͡sʔi nʔa tɨkitho nuna thogi ge bi huʃa ra ɸeɾnando alva iʃtlilʃót͡ʃitl, nuʔa bʔɛt͡si ra ʃiiii nkhondahmã.
123	njondahmä	nuna b'ede inge mä majuäni, ni ha ra Dänga B'ede ra Bernal Díaz del Castillo nehe ha ya njondahmä ra Cortés.	nuna b'ede inge mä majuäni, ni ja ra dänga b'ede ra bernal díaz del tsastillo neje ja ya njondajmä ra tsortés.	nuna b'ede inge mä majuäni, ni ha ra dänga b'ede ra bernal díaz del tsastillo nehe ha ya njondahmä ra tsortés.	nuna b'ede inge mä majuäni, ni ha ra dänga b'ede ra bernal díaz del tsastillo nehe ha ya njondahmä ra tsortés.	nuna bʔede inge mᶏ makhuᶏni, ni ha ra dᶏnga bʔede ra bernal díaz del castillo nehe ha ya nkhondahmᶏ ra cortés.	nuna bʔede inge mã makhuãni, ni ha ra dãnga bʔede ra beɾnal díaz del t͡sastillo nehe ha ja nkhondahmã ra t͡soɾtés.
124	njondahmä	pa ga b'u̱i mpaha ne ga o̱t'e n'a ra njondahmä gatho nu'a ga handi.	pa ga b'u̱i mpaja ne ga o̱t'e n'a ra njondajmä gatjo nu'a ga jandi.	pa ga b'u̱i mpaha ne ga o̱t'e n'a ra njondahmä gatho nu'a ga handi.	pa ga b'u̱i mpaha ne ga o̱t'e n'a ra njondahmä gatho nu'a ga handi.	pa ga bʔɨi mpaha ne ga ɔtʔe nʔa ra nkhondahmᶏ gatho nuʔa ga handi.	pa ga bʔɨi mpaha ne ga ɔtʔe nʔa ra nkhondahmã gatho nuʔa ga handi.
125	njondahmä	Ra njondahmä ra Alva Ixtlilxóchitl	ra njondajmä ra alva ixtlilxóchitl	ra njondahmä ra alva ixtlilxóchitl	ra njondahmä ra alva ixtlilxótxitl	ra nkhondahmᶏ ra alva ištlilšóčitl	ra nkhondahmã ra alva iʃtlilʃót͡ʃitl
126	njondahmä	Ra njondahmä ra Alva Ixtlilxóchitl	ra njondajmä ra alva ixtlilxóchitl	ra njondahmä ra alva ixtlilxóchitl	ra njondahmä ra alva ixtlilxótxitl	ra nkhondahmᶏ ra alva ištlilšóčitl	ra nkhondahmã ra alva iʃtlilʃót͡ʃitl
